model,concept,domain,dimension,measurement,min_mean,min_std,max_mean,max_std
olmo2_13B_instruct,sports ball,size,height,millimeters,152.72,67.34537533451994,198.04500000000002,123.81454074542295
olmo2_13B_instruct,sports ball,size,length,centimeters,7.393157894736842,2.9456258580998425,32.03631578947369,17.372865563709887
olmo2_13B_instruct,sports ball,size,length,feet,8.694444444444445,10.706153932488725,26.77777777777778,3.9490215549968912
olmo2_13B_instruct,sports ball,size,length,inches,18.988,5.440027670208267,26.4375,4.96676944141869
olmo2_13B_instruct,sports ball,size,length,meters,0.0505,0.07385797181076666,0.54075,0.22225089544547572
olmo2_13B_instruct,sports ball,size,length,millimeters,153.621,73.72447411245396,209.10999999999999,115.26778844339637
olmo2_13B_instruct,sports ball,size,width,centimeters,15.15421052631579,20.916456922132838,33.019473684210524,16.16366242659552
olmo2_13B_instruct,sports ball,size,width,feet,8.666666666666666,10.84109827299365,27.11111111111111,3.7712361663282534
olmo2_13B_instruct,sports ball,size,width,inches,19.926499999999997,6.098459059035884,26.119999999999997,6.330890018082183
olmo2_13B_instruct,sports ball,size,width,meters,1.2005263157894737,5.037319033070634,2.02578947368421,6.293148228024114
olmo2_13B_instruct,sports ball,size,width,millimeters,163.15,86.91512799095568,233.10500000000002,209.34461509296352
olmo2_13B_instruct,sports ball,temperature,temperature,celsius,-12.0,10.43778560907689,43.0,6.155870112510926
olmo2_13B_instruct,sports ball,temperature,temperature,fahrenheit,34.7,6.594255873585418,109.2,8.80550067317374
olmo2_13B_instruct,sports ball,temperature,temperature,kelvin,281.2125,12.635652098224641,413.8325,84.02881284510626
olmo2_13B_instruct,sports ball,value,monetary_value,US dollars,3.0,3.402785236893603,115166094.75,304763796.5964222
olmo2_13B_instruct,sports ball,value,monetary_value,euros,2.975,2.342260491603424,147425.0,314218.3566532909
olmo2_13B_instruct,sports ball,value,monetary_value,pounds,2.1625,1.678570428731105,39.214999999999996,44.85905734983504
olmo2_13B_instruct,sports ball,weight,weight,grams,60060.25,75343.3005521533,220910.0,332961.4943756141
olmo2_13B_instruct,sports ball,weight,weight,kilograms,0.2585,0.11008489546947989,51.793499999999995,223.19291420263133
olmo2_13B_instruct,sports ball,weight,weight,ounces,5.1185,0.4117648153471769,80.378,106.32545368373762
olmo2_13B_instruct,sports ball,weight,weight,pounds,1.8,1.746424919657298,12.930000000000001,13.035744381466957
olmo2_13B_instruct,stop sign,size,height,centimeters,52.972,60.645344994267155,72.476,71.71741727818029
olmo2_13B_instruct,stop sign,size,height,feet,4.6,6.144317014847735,8.1,12.034599243322083
olmo2_13B_instruct,stop sign,size,height,inches,8.0,0.0,12.0,0.0
olmo2_13B_instruct,stop sign,size,height,meters,0.5,0.0,0.9574999999999999,0.24563290967577908
olmo2_13B_instruct,stop sign,size,height,millimeters,295.0,127.63022245616642,502.5,185.29847898941176
olmo2_13B_instruct,stop sign,size,length,centimeters,67.138,81.68203562080157,101.97999999999999,129.97745261957434
olmo2_13B_instruct,stop sign,size,length,feet,4.875,8.667657669387053,8.5,13.763032101669275
olmo2_13B_instruct,stop sign,size,length,inches,8.2,0.8944271909999159,12.3,1.341640786499874
olmo2_13B_instruct,stop sign,size,length,meters,0.5,0.0,1.075,0.2899637000874783
olmo2_13B_instruct,stop sign,size,length,millimeters,317.0,67.20745572675071,505.0,119.09748329127609
olmo2_13B_instruct,stop sign,size,width,centimeters,71.779,81.63464369726218,106.628,142.51317566419866
olmo2_13B_instruct,stop sign,size,width,feet,4.45,8.28584715994054,7.1,12.108718042451022
olmo2_13B_instruct,stop sign,size,width,inches,8.0,0.0,12.0,0.0
olmo2_13B_instruct,stop sign,size,width,meters,0.5,0.0,0.9574999999999999,0.2739933729509759
olmo2_13B_instruct,stop sign,size,width,millimeters,289.0,30.76224617081275,476.5,116.04332221881167
olmo2_13B_instruct,stop sign,temperature,temperature,celsius,-6.0,5.281546822864042,28.25,3.725799101852973
olmo2_13B_instruct,stop sign,temperature,temperature,fahrenheit,28.2,10.008417509907925,84.75,9.244486265649893
olmo2_13B_instruct,stop sign,temperature,temperature,kelvin,290.36052631578946,6.754249258128969,321.45,8.96578372356694
olmo2_13B_instruct,stop sign,value,monetary_value,US dollars,0.0,0.0,105.26315789473684,267.6516895156554
olmo2_13B_instruct,stop sign,value,monetary_value,euros,0.0,0.0,280.0,469.36687479826986
olmo2_13B_instruct,stop sign,value,monetary_value,pounds,8.0,0.0,17.35,4.158377720116091
olmo2_13B_instruct,stop sign,weight,weight,grams,444.65,768.451366471281,608.25,906.7455904439092
olmo2_13B_instruct,stop sign,weight,weight,kilograms,2.521,2.0711092883309,5.74,2.9052402745094215
olmo2_13B_instruct,stop sign,weight,weight,ounces,5.85,3.139979885956362,10.55,5.49138080612652
olmo2_13B_instruct,stop sign,weight,weight,pounds,4.95,2.2354794611117836,13.2,6.54217089351845
olmo2_13B_instruct,suitcase,size,height,centimeters,53.79,5.873392277219807,84.63,15.628351430047019
olmo2_13B_instruct,suitcase,size,height,feet,2.925,4.974342061757356,4.35,6.037383539249433
olmo2_13B_instruct,suitcase,size,height,inches,20.0,0.0,28.55,1.6375527311718607
olmo2_13B_instruct,suitcase,size,height,meters,4.0280000000000005,9.626457839014089,15.217000000000002,37.24900635905396
olmo2_13B_instruct,suitcase,size,height,millimeters,367.5,56.83540408842658,1179.5,197.0966901375005
olmo2_13B_instruct,suitcase,size,length,centimeters,52.553999999999995,5.611732446636381,90.64,18.48442872428461
olmo2_13B_instruct,suitcase,size,length,feet,2.9,4.9804882449308865,4.35,6.037383539249433
olmo2_13B_instruct,suitcase,size,length,inches,20.0,0.0,28.25,2.048748013068623
olmo2_13B_instruct,suitcase,size,length,meters,3.2359999999999998,9.746763241415609,10.39,27.419948558437678
olmo2_13B_instruct,suitcase,size,length,millimeters,525.0,585.0101213699324,1415.0,635.1750691116998
olmo2_13B_instruct,suitcase,size,width,centimeters,53.391999999999996,4.790211071055548,83.8,11.510178561877993
olmo2_13B_instruct,suitcase,size,width,feet,6.125,9.179317426750893,8.3,10.882627391736262
olmo2_13B_instruct,suitcase,size,width,inches,20.0,0.0,28.8,2.0925934551223877
olmo2_13B_instruct,suitcase,size,width,meters,3.804,10.863754512380291,12.405,33.53544040500877
olmo2_13B_instruct,suitcase,size,width,millimeters,690.0,735.1333570391014,51559.0,223241.6715933418
olmo2_13B_instruct,suitcase,temperature,temperature,celsius,-8.0,3.4027852368936022,41.0,7.362779795416231
olmo2_13B_instruct,suitcase,temperature,temperature,fahrenheit,22.618000000000002,19.5344703698764,126.0,30.633658818880566
olmo2_13B_instruct,suitcase,temperature,temperature,kelvin,288.485,9.629178518823325,415.23499999999996,88.16999146385828
olmo2_13B_instruct,suitcase,value,monetary_value,US dollars,29.5,12.763022245616641,1050.0,1110.9502807577796
olmo2_13B_instruct,suitcase,value,monetary_value,euros,33.0,14.545753585442764,825.0,1042.2016170234604
olmo2_13B_instruct,suitcase,value,monetary_value,pounds,5.5,1.538967528127731,50.0,0.0
olmo2_13B_instruct,suitcase,weight,weight,grams,450.06800000000004,1234.349983575843,584251.5464999999,824713.6539494953
olmo2_13B_instruct,suitcase,weight,weight,kilograms,5.015,5.46657546992823,25.85,2.109502310972899
olmo2_13B_instruct,suitcase,weight,weight,ounces,4.04,5.6875117119601795,5553.25,22341.03177392853
olmo2_13B_instruct,suitcase,weight,weight,pounds,7.3,4.657760925821039,47.75,6.972691091152079
olmo2_13B_instruct,surfboard,size,height,centimeters,192.622,46.47651128314852,270.685,71.34287317337017
olmo2_13B_instruct,surfboard,size,height,feet,6.0,0.0,10.4,0.6805570473787211
olmo2_13B_instruct,surfboard,size,height,inches,51.275,27.674553673955277,65.1,33.88043993997592
olmo2_13B_instruct,surfboard,size,height,meters,2.146,0.1761398965535484,3.575,0.26532006490671833
olmo2_13B_instruct,surfboard,size,height,millimeters,1926.3157894736842,152.17718205053643,2578.9473684210525,350.5217497902568
olmo2_13B_instruct,surfboard,size,length,centimeters,206.5,10.399898784932585,277.5,32.58591881876522
olmo2_13B_instruct,surfboard,size,length,feet,6.0,0.0,10.45,0.5104177855340404
olmo2_13B_instruct,surfboard,size,length,inches,45.65,30.271186578033326,58.7,38.46543219156923
olmo2_13B_instruct,surfboard,size,length,meters,2.06,0.0502624689950035,3.435,0.30655127501044
olmo2_13B_instruct,surfboard,size,length,millimeters,1923.5294117647059,143.74200745044,2641.176470588235,331.7733102764065
olmo2_13B_instruct,surfboard,size,width,centimeters,207.5,9.665456669582607,277.0,29.21787484616765
olmo2_13B_instruct,surfboard,size,width,feet,6.0,0.0,10.25,0.550119604220181
olmo2_13B_instruct,surfboard,size,width,inches,55.4,22.439157503651604,71.95,29.685146028558492
olmo2_13B_instruct,surfboard,size,width,meters,2.1945,0.18173071460702214,3.6399999999999997,0.18750438591361565
olmo2_13B_instruct,surfboard,size,width,millimeters,1931.578947368421,149.26721593968975,2531.5789473684213,258.31211005067183
olmo2_13B_instruct,surfboard,temperature,temperature,celsius,15.75,2.935714743061999,29.75,1.9701723141310303
olmo2_13B_instruct,surfboard,temperature,temperature,fahrenheit,55.25,6.171880204861229,81.75,2.935714743062003
olmo2_13B_instruct,surfboard,temperature,temperature,kelvin,290.435,7.757578637422229,303.485,4.771629424884235
olmo2_13B_instruct,surfboard,value,monetary_value,US dollars,40.0,68.05570473787205,2450.0,1011.7728057851308
olmo2_13B_instruct,surfboard,value,monetary_value,euros,47.5,81.87763655859304,2050.0,776.2934876368399
olmo2_13B_instruct,surfboard,value,monetary_value,pounds,5.175,0.3725799101852974,11.6,0.8207826816681238
olmo2_13B_instruct,surfboard,weight,weight,grams,30569.8197,134038.8930505233,120854.66265,536459.2388224893
olmo2_13B_instruct,surfboard,weight,weight,kilograms,4.5600000000000005,0.908092274467396,10.235,0.9229671830854177
olmo2_13B_instruct,surfboard,weight,weight,ounces,4.375,0.6858532910485343,10.1,0.4472135954999579
olmo2_13B_instruct,surfboard,weight,weight,pounds,5.15,0.489360484929593,10.4,0.8207826816681234
olmo2_13B_instruct,teddy bear,size,height,centimeters,9.8,1.7350868323485928,58.5,10.894228312566051
olmo2_13B_instruct,teddy bear,size,height,feet,0.475,0.1970172314131031,2.65,0.5871429486123997
olmo2_13B_instruct,teddy bear,size,height,inches,5.8,1.436369692919216,20.6,5.07211157107902
olmo2_13B_instruct,teddy bear,size,height,meters,0.095,0.027625312572654128,1.4,0.3479261869692297
olmo2_13B_instruct,teddy bear,size,height,millimeters,42.50888888888889,32.631745800476686,443.3333333333333,485.55607902934645
olmo2_13B_instruct,teddy bear,size,length,centimeters,9.1,2.291862033139728,57.5,11.641577031891927
olmo2_13B_instruct,teddy bear,size,length,feet,0.475,0.11180339887498948,2.3,0.6366028258614133
olmo2_13B_instruct,teddy bear,size,length,inches,5.8,1.4363696929192158,20.65,4.522167621838006
olmo2_13B_instruct,teddy bear,size,length,meters,0.0875,0.03193331868292526,1.2,0.25131234497501725
olmo2_13B_instruct,teddy bear,size,length,millimeters,55.416666666666664,43.456265022398895,556.6666666666666,824.7460582543337
olmo2_13B_instruct,teddy bear,size,width,centimeters,10.9,3.1439164311914833,57.0,5.712405705774795
olmo2_13B_instruct,teddy bear,size,width,feet,0.45,0.15389675281277315,2.325,0.4666510022433649
olmo2_13B_instruct,teddy bear,size,width,inches,5.85,3.4070360633316024,23.8,6.118135250823442
olmo2_13B_instruct,teddy bear,size,width,meters,0.1075,0.05199949392466288,1.325,0.40636385044362444
olmo2_13B_instruct,teddy bear,size,width,millimeters,58.125,41.82802091102726,7291.875,24840.171287318724
olmo2_13B_instruct,teddy bear,temperature,temperature,celsius,-2.0,14.567848922274772,46.0,9.944289260117532
olmo2_13B_instruct,teddy bear,temperature,temperature,fahrenheit,52.75,17.158318528831494,86.75,6.340139463848776
olmo2_13B_instruct,teddy bear,temperature,temperature,kelvin,293.21999999999997,8.064189847389317,317.62,24.628900439161004
olmo2_13B_instruct,teddy bear,value,monetary_value,US dollars,6.75,2.4468024246479643,71.5,26.808286228819547
olmo2_13B_instruct,teddy bear,value,monetary_value,euros,5.5,1.538967528127731,67.5,24.468024246479647
olmo2_13B_instruct,teddy bear,value,monetary_value,pounds,1.22,2.3313876599683354,7.75,4.722566206941663
olmo2_13B_instruct,teddy bear,weight,weight,grams,144.44444444444446,216.1759148096542,1472.2222222222222,1035.7183103048114
olmo2_13B_instruct,teddy bear,weight,weight,kilograms,0.21749999999999997,0.1726534405284638,2.025,0.7340407273943894
olmo2_13B_instruct,teddy bear,weight,weight,ounces,5.2,3.3762240578624056,154.5,460.11541426520847
olmo2_13B_instruct,teddy bear,weight,weight,pounds,3.6944444444444446,3.303914295680597,10.833333333333334,6.2426427284679775
olmo2_13B_instruct,tennis racket,size,height,centimeters,68.0,0.0,68.1,0.4472135954999582
olmo2_13B_instruct,tennis racket,size,height,feet,14.1375,11.758388662881,16.275,12.985290260825698
olmo2_13B_instruct,tennis racket,size,height,inches,22.225,2.648112535373072,28.75,0.4442616583193194
olmo2_13B_instruct,tennis racket,size,height,meters,0.6525000000000001,0.40277818108469426,1.115,0.21830688201896456
olmo2_13B_instruct,tennis racket,size,height,millimeters,629.04,183.75043258094445,764.25,334.0511897425618
olmo2_13B_instruct,tennis racket,size,length,centimeters,63.35,14.143159030726517,64.55,10.71877349621485
olmo2_13B_instruct,tennis racket,size,length,feet,14.842105263157896,12.042808632793344,19.263157894736842,13.698508050405254
olmo2_13B_instruct,tennis racket,size,length,inches,22.2545,2.5633314568925214,28.75,0.5501196042201808
olmo2_13B_instruct,tennis racket,size,length,meters,0.725,0.4658043411246039,1.26,0.6668070027731926
olmo2_13B_instruct,tennis racket,size,length,millimeters,488.5,195.5027257852782,563.75,229.98784292813576
olmo2_13B_instruct,tennis racket,size,width,centimeters,62.89473684210526,14.605534479330105,64.52631578947368,10.452901888697552
olmo2_13B_instruct,tennis racket,size,width,feet,20.42105263157895,10.720260099838395,22.526315789473685,11.398676439017098
olmo2_13B_instruct,tennis racket,size,width,inches,21.7,2.0545200489600846,28.65,0.48936048492959283
olmo2_13B_instruct,tennis racket,size,width,meters,0.60925,0.33486161713695844,1.04075,0.2688194218782329
olmo2_13B_instruct,tennis racket,size,width,millimeters,628.5,137.74372338997276,734.375,175.97229895639825
olmo2_13B_instruct,tennis racket,temperature,temperature,celsius,-6.0,7.3627797954162295,41.25,4.5523273400016295
olmo2_13B_instruct,tennis racket,temperature,temperature,fahrenheit,43.6,8.810281075628572,99.75,7.690561542703191
olmo2_13B_instruct,tennis racket,temperature,temperature,kelvin,296.40999999999997,7.35390336738539,394.15250000000003,75.3823211073148
olmo2_13B_instruct,tennis racket,value,monetary_value,US dollars,12.25,7.690561542703189,1000.0,851.0055971119046
olmo2_13B_instruct,tennis racket,value,monetary_value,euros,13.25,4.6665100224336475,587.5,514.4938749571476
olmo2_13B_instruct,tennis racket,value,monetary_value,pounds,8.15,1.74491743131452,12.929999999999998,0.42438810440196667
olmo2_13B_instruct,tennis racket,weight,weight,grams,171.78,70.39419533485771,446.9,206.61294859305355
olmo2_13B_instruct,tennis racket,weight,weight,kilograms,36.8075,70.35962933948326,75.135,155.53654258388082
olmo2_13B_instruct,tennis racket,weight,weight,ounces,8.735000000000001,0.2906888370749728,13.094999999999999,0.4925497570376973
olmo2_13B_instruct,tennis racket,weight,weight,pounds,8.275,0.42410897308667245,12.67,0.5667079448329991
olmo2_13B_instruct,tie,size,height,centimeters,77.0,23.418391333129158,138.75,16.69186691333931
olmo2_13B_instruct,tie,size,height,feet,5.75,12.807789570578153,7.55,14.712955265057357
olmo2_13B_instruct,tie,size,height,inches,51.65,5.797231644228313,60.35,2.2774639635487444
olmo2_13B_instruct,tie,size,height,meters,8.07,22.895548866422416,13.715,36.35350232892214
olmo2_13B_instruct,tie,size,height,millimeters,80.5,22.530680836303382,224.85,323.94188481399266
olmo2_13B_instruct,tie,size,length,centimeters,65.0,23.33959815646497,136.5,17.55442664221313
olmo2_13B_instruct,tie,size,length,feet,3.225,0.3431663705766298,4.225,0.6171880204861229
olmo2_13B_instruct,tie,size,length,inches,52.8,4.990517323674444,61.1,2.7125439603519985
olmo2_13B_instruct,tie,size,length,meters,22.163684210526316,33.590867676022754,40.56315789473685,60.58633152165151
olmo2_13B_instruct,tie,size,length,millimeters,72.25,17.43219948679364,158.35,7.3790243257493024
olmo2_13B_instruct,tie,size,width,centimeters,79.5,30.94562293681238,138.35,17.64347202970997
olmo2_13B_instruct,tie,size,width,feet,5.65,12.822779894021666,7.35,14.762238455279277
olmo2_13B_instruct,tie,size,width,inches,53.8,4.572227373818447,61.0,2.1026299321513875
olmo2_13B_instruct,tie,size,width,meters,11.24,26.163260701340647,21.115000000000002,47.2686195560738
olmo2_13B_instruct,tie,size,width,millimeters,89.0,26.832815729997478,445.25,592.4380380658963
olmo2_13B_instruct,tie,temperature,temperature,celsius,-10.5,10.2469507659596,30.0,2.809757434745081
olmo2_13B_instruct,tie,temperature,temperature,fahrenheit,32.05,0.22360679774998016,80.75,10.294991117298894
